file,experiment,db,model_variant,variant,run,CQ01_sat,CQ02_sat,CQ03_sat,CQ04_sat,CQ05_sat,CQ06_sat,CQ07_sat,CQ08_sat,CQ09_sat,CQ10_sat,CQ11_sat,CQ12_sat,CQ13_sat,CQ14_sat,CQ15_sat,n_satisfied,coverage
E3/dbSUPER/llama3.1_8b_N200_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_N200_ragapi,postprocessed,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.067
E3/dbSUPER/llama3.1_8b_N200_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_N200_ragapi,postprocessed,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0.2
E3/dbSUPER/llama3.1_8b_N200_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_N200_ragapi,postprocessed,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0.2
E3/dbSUPER/llama3.1_8b_N25_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_N25_ragapi,postprocessed,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.2
E3/dbSUPER/llama3.1_8b_N25_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_N25_ragapi,postprocessed,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.133
E3/dbSUPER/llama3.1_8b_N25_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_N25_ragapi,postprocessed,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.133
E3/dbSUPER/llama3.1_8b_N50_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_N50_ragapi,postprocessed,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.133
E3/dbSUPER/llama3.1_8b_N50_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_N50_ragapi,postprocessed,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0.2
E3/dbSUPER/llama3.1_8b_N50_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_N50_ragapi,postprocessed,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.133
E3/dbSUPER/llama3.1_8b_legacy/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_legacy,postprocessed,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,6,0.4
E3/dbSUPER/llama3.1_8b_legacy/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_legacy,postprocessed,2,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,6,0.4
E3/dbSUPER/llama3.1_8b_legacy/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_legacy,postprocessed,3,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,7,0.467
E3/dbSUPER/llama3.1_8b_ragapi/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi,postprocessed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E3/dbSUPER/llama3.1_8b_ragapi/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi,postprocessed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E3/dbSUPER/llama3.1_8b_ragapi/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi,postprocessed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E3/dbSUPER/llama3.1_8b_ragapi_C1/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C1,postprocessed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E3/dbSUPER/llama3.1_8b_ragapi_C1/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C1,postprocessed,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.2
E3/dbSUPER/llama3.1_8b_ragapi_C1/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C1,postprocessed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E3/dbSUPER/llama3.1_8b_ragapi_C2/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C2,postprocessed,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.133
E3/dbSUPER/llama3.1_8b_ragapi_C2/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C2,postprocessed,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.133
E3/dbSUPER/llama3.1_8b_ragapi_C2/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C2,postprocessed,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.133
E3/dbSUPER/llama3.1_8b_ragapi_C3/postprocessed/ontology_run1.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C3,postprocessed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E3/dbSUPER/llama3.1_8b_ragapi_C3/postprocessed/ontology_run2.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C3,postprocessed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E3/dbSUPER/llama3.1_8b_ragapi_C3/postprocessed/ontology_run3.ttl,E3,dbSUPER,llama3.1_8b_ragapi_C3,postprocessed,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0.2
E4/DiseaseEnhancer/llama3.1_8b/mapping_run1.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/DiseaseEnhancer/llama3.1_8b/mapping_run2.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/DiseaseEnhancer/llama3.1_8b/mapping_run3.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/DiseaseEnhancer/llama3.1_8b/ontology_run1.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.067
E4/DiseaseEnhancer/llama3.1_8b/ontology_run2.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.067
E4/DiseaseEnhancer/llama3.1_8b/ontology_run3.ttl,E4,DiseaseEnhancer,llama3.1_8b,raw,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.067
E4/FANTOM5/gpt-4o_A_head/mapping_run1.ttl,E4,FANTOM5,gpt-4o_A_head,raw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/FANTOM5/gpt-4o_A_head/postprocessed/ontology_run1.ttl,E4,FANTOM5,gpt-4o_A_head,postprocessed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/FANTOM5/gpt-4o_B_random/mapping_run1.ttl,E4,FANTOM5,gpt-4o_B_random,raw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/FANTOM5/gpt-4o_B_random/postprocessed/ontology_run1.ttl,E4,FANTOM5,gpt-4o_B_random,postprocessed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/FANTOM5/gpt-4o_C_stratified/mapping_run1.ttl,E4,FANTOM5,gpt-4o_C_stratified,raw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/FANTOM5/gpt-4o_C_stratified/postprocessed/ontology_run1.ttl,E4,FANTOM5,gpt-4o_C_stratified,postprocessed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/FANTOM5/gpt-4o_D_diversity/mapping_run1.ttl,E4,FANTOM5,gpt-4o_D_diversity,raw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/FANTOM5/gpt-4o_D_diversity/postprocessed/ontology_run1.ttl,E4,FANTOM5,gpt-4o_D_diversity,postprocessed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/FANTOM5/llama3.1_8b/mapping_run1.ttl,E4,FANTOM5,llama3.1_8b,raw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/FANTOM5/llama3.1_8b/mapping_run2.ttl,E4,FANTOM5,llama3.1_8b,raw,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/FANTOM5/llama3.1_8b/mapping_run3.ttl,E4,FANTOM5,llama3.1_8b,raw,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/FANTOM5/llama3.1_8b/ontology_run1.ttl,E4,FANTOM5,llama3.1_8b,raw,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0.2
E4/FANTOM5/llama3.1_8b/ontology_run2.ttl,E4,FANTOM5,llama3.1_8b,raw,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0.2
E4/FANTOM5/llama3.1_8b/ontology_run3.ttl,E4,FANTOM5,llama3.1_8b,raw,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0.2
E4/HACER/llama3.1_8b/mapping_run1.ttl,E4,HACER,llama3.1_8b,raw,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0.2
E4/HACER/llama3.1_8b/mapping_run2.ttl,E4,HACER,llama3.1_8b,raw,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0.2
E4/HACER/llama3.1_8b/mapping_run3.ttl,E4,HACER,llama3.1_8b,raw,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0.2
E4/HACER/llama3.1_8b/ontology_run1.ttl,E4,HACER,llama3.1_8b,raw,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,6,0.4
E4/HACER/llama3.1_8b/ontology_run2.ttl,E4,HACER,llama3.1_8b,raw,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,6,0.4
E4/HACER/llama3.1_8b/ontology_run3.ttl,E4,HACER,llama3.1_8b,raw,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,6,0.4
E4/dbSUPER/gpt-4o_A_head/mapping_run1.ttl,E4,dbSUPER,gpt-4o_A_head,raw,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.133
E4/dbSUPER/gpt-4o_A_head/postprocessed/ontology_run1.ttl,E4,dbSUPER,gpt-4o_A_head,postprocessed,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.133
E4/dbSUPER/gpt-4o_B_random/mapping_run1.ttl,E4,dbSUPER,gpt-4o_B_random,raw,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.133
E4/dbSUPER/gpt-4o_B_random/postprocessed/ontology_run1.ttl,E4,dbSUPER,gpt-4o_B_random,postprocessed,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.133
E4/dbSUPER/gpt-4o_C_stratified/mapping_run1.ttl,E4,dbSUPER,gpt-4o_C_stratified,raw,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.133
E4/dbSUPER/gpt-4o_C_stratified/postprocessed/ontology_run1.ttl,E4,dbSUPER,gpt-4o_C_stratified,postprocessed,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.133
E4/dbSUPER/gpt-4o_D_diversity/mapping_run1.ttl,E4,dbSUPER,gpt-4o_D_diversity,raw,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.133
E4/dbSUPER/gpt-4o_D_diversity/postprocessed/ontology_run1.ttl,E4,dbSUPER,gpt-4o_D_diversity,postprocessed,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.133
E4/dbSUPER/llama3.1_8b/mapping_run1.ttl,E4,dbSUPER,llama3.1_8b,raw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/dbSUPER/llama3.1_8b/mapping_run2.ttl,E4,dbSUPER,llama3.1_8b,raw,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/dbSUPER/llama3.1_8b/mapping_run3.ttl,E4,dbSUPER,llama3.1_8b,raw,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
E4/dbSUPER/llama3.1_8b/ontology_run1.ttl,E4,dbSUPER,llama3.1_8b,raw,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0.267
E4/dbSUPER/llama3.1_8b/ontology_run2.ttl,E4,dbSUPER,llama3.1_8b,raw,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0.267
E4/dbSUPER/llama3.1_8b/ontology_run3.ttl,E4,dbSUPER,llama3.1_8b,raw,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0.267
