file,src,size_bytes,load_ok,load_error,n_literals_sanitized,n_classes,n_obj_props,n_data_props,n_annotations,WMCOnto,NOMOnto,DITM,NACOnto,CBOnto,TMOnto,LCOMOnto,ANOnto,INROnto,RROnto,AROnto,consistent,n_unsatisfiable,n_inferred_classes,reasoner_seconds,reasoner_error,score_structural,score_modularity,score_reusability,score_operability,score_reliability,oquare_global,experiment,db,model,variant,run,eval_seconds
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_C_stratified/ontology_run3.ttl,4458,1,,0,6,3,12,0,2.5,2.5,2,1.3333333333333333,0.6666666666666666,0.0,4,0.0,0.3333333333333333,0.5,0.2,True,0,6,0.27,,5.0,4.0,2.67,2.5,5,3.83,E4,FANTOM5,gpt-4o_C_stratified,raw,3,0.28
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_C_stratified/ontology_run1.ttl,4602,1,,0,5,4,7,0,2.2,2.2,1,1.0,1.0,0.0,5,0.0,0.0,0.8,0.36363636363636365,True,0,5,0.28,,5.0,3.5,2.33,3.5,5,3.87,E4,dbSUPER,gpt-4o_C_stratified,raw,1,0.28
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_C_stratified/ontology_run2.ttl,4637,1,,0,6,4,7,0,1.8333333333333333,1.8333333333333333,2,1.3333333333333333,0.8333333333333334,0.0,4,0.0,0.3333333333333333,0.6666666666666666,0.36363636363636365,True,0,6,0.26,,5.0,4.0,2.67,3.5,5,4.03,E4,dbSUPER,gpt-4o_C_stratified,raw,2,0.27
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_C_stratified/ontology_run3.ttl,3796,1,,0,6,4,7,0,1.8333333333333333,1.8333333333333333,3,1.5,0.8333333333333334,0.0,4,0.0,0.3333333333333333,0.6666666666666666,0.36363636363636365,True,0,6,0.26,,5.0,4.0,2.67,3.5,5,4.03,E4,dbSUPER,gpt-4o_C_stratified,raw,3,0.26
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/FANTOM5/gpt-4o_D_diversity/postprocessed/ontology_run1.ttl,2934,1,,0,3,2,5,0,2.3333333333333335,2.3333333333333335,1,1.0,1.0,0.0,3,0.0,0.0,0.6666666666666666,0.2857142857142857,True,0,3,0.25,,5.0,4.0,2.33,3.5,5,3.97,E1,FANTOM5,gpt-4o_D_diversity,postprocessed,1,0.26
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/dbSUPER/gpt-4o_D_diversity/postprocessed/ontology_run1.ttl,2568,1,,0,4,2,4,0,1.5,1.5,2,1.25,0.75,0.0,3,0.0,0.25,0.5,0.3333333333333333,True,0,4,0.26,,5.0,4.0,2.67,3.0,5,3.93,E1,dbSUPER,gpt-4o_D_diversity,postprocessed,1,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_D_diversity/ontology_run1.ttl,5416,1,,0,3,4,12,0,5.333333333333333,5.333333333333333,2,1.6666666666666667,0.3333333333333333,0.0,1,0.0,0.6666666666666666,1.3333333333333333,0.25,True,0,3,0.27,,5.0,5.0,3.0,4.0,5,4.4,E4,FANTOM5,gpt-4o_D_diversity,raw,1,0.28
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_D_diversity/ontology_run2.ttl,4928,1,,0,7,4,12,0,2.2857142857142856,2.2857142857142856,2,1.2857142857142858,0.7142857142857143,0.0,5,0.0,0.2857142857142857,0.5714285714285714,0.25,True,0,7,0.26,,5.0,3.5,2.67,3.5,5,3.93,E4,FANTOM5,gpt-4o_D_diversity,raw,2,0.27
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_D_diversity/ontology_run3.ttl,5407,1,,0,3,4,12,0,5.333333333333333,5.333333333333333,2,1.6666666666666667,0.3333333333333333,0.0,1,0.0,0.6666666666666666,1.3333333333333333,0.25,True,0,3,0.27,,5.0,5.0,3.0,4.0,5,4.4,E4,FANTOM5,gpt-4o_D_diversity,raw,3,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_D_diversity/ontology_run1.ttl,4574,1,,0,5,4,7,0,2.2,2.2,1,1.0,1.0,0.0,5,0.0,0.0,0.8,0.36363636363636365,True,0,5,0.26,,5.0,3.5,2.33,3.5,5,3.87,E4,dbSUPER,gpt-4o_D_diversity,raw,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_D_diversity/ontology_run2.ttl,4959,1,,0,6,4,7,0,1.8333333333333333,1.8333333333333333,3,1.5,0.8333333333333334,0.0,4,0.0,0.3333333333333333,0.6666666666666666,0.36363636363636365,True,0,6,0.26,,5.0,4.0,2.67,3.5,5,4.03,E4,dbSUPER,gpt-4o_D_diversity,raw,2,0.27
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_D_diversity/ontology_run3.ttl,4398,1,,0,6,4,7,0,1.8333333333333333,1.8333333333333333,2,1.1666666666666667,0.8333333333333334,0.0,5,0.0,0.16666666666666666,0.6666666666666666,0.36363636363636365,True,0,6,0.25,,5.0,3.5,2.67,3.5,5,3.93,E4,dbSUPER,gpt-4o_D_diversity,raw,3,0.26
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_legacy/postprocessed/ontology_run1.ttl,2274,1,,0,2,0,0,0,0.0,0.0,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,True,0,2,0.21,,5.0,4.5,2.33,1.0,5,3.57,E3,FANTOM5,gpt-4o_legacy,postprocessed,1,0.22
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_legacy/postprocessed/ontology_run2.ttl,3415,1,,0,0,0,0,0,,,,,,,,,,,,True,0,0,0.22,,0,0,0,0,5,1.0,E3,FANTOM5,gpt-4o_legacy,postprocessed,2,0.22
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_legacy/postprocessed/ontology_run3.ttl,3421,1,,0,0,0,0,0,,,,,,,,,,,,True,0,0,0.22,,0,0,0,0,5,1.0,E3,FANTOM5,gpt-4o_legacy,postprocessed,3,0.22
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_legacy/postprocessed/ontology_run1.ttl,2302,1,,0,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.22,,5.0,5.0,2.33,1.0,5,3.67,E3,dbSUPER,gpt-4o_legacy,postprocessed,1,0.22
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_legacy/postprocessed/ontology_run2.ttl,2786,1,,0,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.22,,5.0,5.0,2.33,1.0,5,3.67,E3,dbSUPER,gpt-4o_legacy,postprocessed,2,0.22
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_legacy/postprocessed/ontology_run3.ttl,2902,1,,0,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.2,,5.0,5.0,2.33,1.0,5,3.67,E3,dbSUPER,gpt-4o_legacy,postprocessed,3,0.21
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_legacy/postprocessed/ontology_run1.ttl,3843,1,,0,3,0,0,0,0.0,0.0,1,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,True,0,3,0.2,,5.0,4.0,2.33,1.0,5,3.47,E3,HACER,gpt-4o_legacy,postprocessed,1,0.21
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_legacy/postprocessed/ontology_run2.ttl,5324,1,,0,4,0,0,0,0.0,0.0,1,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,True,0,4,0.22,,5.0,4.0,2.33,1.0,5,3.47,E3,HACER,gpt-4o_legacy,postprocessed,2,0.23
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_legacy/postprocessed/ontology_run3.ttl,4085,1,,0,3,0,0,0,0.0,0.0,1,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,True,0,3,0.21,,5.0,4.0,2.33,1.0,5,3.47,E3,HACER,gpt-4o_legacy,postprocessed,3,0.22
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/gpt-4o_legacy/postprocessed/ontology_run1.ttl,4614,1,,0,6,0,0,0,0.0,0.0,1,1.0,0.0,0.0,6,0.0,0.0,0.0,0.0,True,0,6,0.22,,5.0,3.5,2.33,1.0,5,3.37,E3,DiseaseEnhancer,gpt-4o_legacy,postprocessed,1,0.22
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/gpt-4o_legacy/postprocessed/ontology_run2.ttl,3264,1,,0,0,0,0,0,,,,,,,,,,,,True,0,0,0.22,,0,0,0,0,5,1.0,E3,DiseaseEnhancer,gpt-4o_legacy,postprocessed,2,0.22
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/gpt-4o_legacy/postprocessed/ontology_run3.ttl,2727,1,,0,2,0,0,0,0.0,0.0,1,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,True,0,2,0.2,,5.0,4.5,2.33,1.0,5,3.57,E3,DiseaseEnhancer,gpt-4o_legacy,postprocessed,3,0.21
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N100/postprocessed/ontology_run1.ttl,2772,1,,0,3,2,5,0,2.3333333333333335,2.3333333333333335,1,1.0,1.0,0.0,3,0.0,0.0,0.6666666666666666,0.2857142857142857,True,0,3,0.27,,5.0,4.0,2.33,3.5,5,3.97,E3,FANTOM5,gpt-4o_N100,postprocessed,1,0.27
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N100/postprocessed/ontology_run2.ttl,2323,1,,0,2,1,3,0,2.0,2.0,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.25,True,0,2,0.25,,5.0,4.5,2.33,3.0,5,3.97,E3,FANTOM5,gpt-4o_N100,postprocessed,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N100/postprocessed/ontology_run3.ttl,2755,1,,0,4,2,4,0,1.5,1.5,2,1.25,0.75,0.0,3,0.0,0.25,0.5,0.3333333333333333,True,0,4,0.28,,5.0,4.0,2.67,3.0,5,3.93,E3,FANTOM5,gpt-4o_N100,postprocessed,3,0.28
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N100/postprocessed/ontology_run1.ttl,2496,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.27,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N100,postprocessed,1,0.28
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N100/postprocessed/ontology_run2.ttl,2493,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.25,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N100,postprocessed,2,0.25
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N100/postprocessed/ontology_run3.ttl,2551,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.27,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N100,postprocessed,3,0.28
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N100_ragapi/postprocessed/ontology_run1.ttl,2780,1,,0,2,1,5,0,3.0,3.0,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.16666666666666666,True,0,2,0.27,,5.0,4.5,2.33,2.5,5,3.87,E3,FANTOM5,gpt-4o_N100_ragapi,postprocessed,1,0.27
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N100_ragapi/postprocessed/ontology_run2.ttl,3571,1,,0,1,1,2,0,3.0,3.0,1,1.0,1.0,0.0,1,0.0,0.0,1.0,0.3333333333333333,True,0,1,0.26,,5.0,5.0,2.33,4.0,5,4.27,E3,FANTOM5,gpt-4o_N100_ragapi,postprocessed,2,0.27
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N100_ragapi/postprocessed/ontology_run3.ttl,2959,1,,0,5,4,2,0,1.2,1.2,1,1.0,0.0,0.0,5,0.0,0.0,0.8,0.6666666666666666,True,0,5,0.27,,5.0,3.5,2.33,4.5,5,4.07,E3,FANTOM5,gpt-4o_N100_ragapi,postprocessed,3,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N100_ragapi/postprocessed/ontology_run1.ttl,3529,1,,0,4,3,1,0,1.0,1.0,1,1.0,1.0,0.0,4,0.0,0.0,0.75,0.75,True,0,4,0.27,,5.0,4.0,2.33,4.5,5,4.17,E3,dbSUPER,gpt-4o_N100_ragapi,postprocessed,1,0.28
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N100_ragapi/postprocessed/ontology_run2.ttl,3419,1,,0,3,3,4,0,2.3333333333333335,2.3333333333333335,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.42857142857142855,True,0,3,0.27,,5.0,4.0,2.33,4.5,5,4.17,E3,dbSUPER,gpt-4o_N100_ragapi,postprocessed,2,0.27
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N100_ragapi/postprocessed/ontology_run3.ttl,3053,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.26,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N100_ragapi,postprocessed,3,0.26
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N200/postprocessed/ontology_run1.ttl,2608,1,,0,3,2,4,0,2.0,2.0,1,1.0,1.0,0.0,3,0.0,0.0,0.6666666666666666,0.3333333333333333,True,0,3,0.26,,5.0,4.0,2.33,3.5,5,3.97,E3,FANTOM5,gpt-4o_N200,postprocessed,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N200/postprocessed/ontology_run2.ttl,3038,1,,0,7,7,3,0,1.4285714285714286,1.4285714285714286,1,1.0,1.0,0.0,7,0.0,0.0,1.0,0.7,True,0,7,0.27,,5.0,3.5,2.33,5.0,5,4.17,E3,FANTOM5,gpt-4o_N200,postprocessed,2,0.28
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N200/postprocessed/ontology_run3.ttl,2732,1,,0,4,2,4,0,1.5,1.5,2,1.5,0.75,0.0,2,0.0,0.5,0.5,0.3333333333333333,True,0,4,0.27,,5.0,4.5,2.67,3.0,5,4.03,E3,FANTOM5,gpt-4o_N200,postprocessed,3,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N200/postprocessed/ontology_run1.ttl,2315,1,,0,3,3,0,0,1.0,1.0,1,1.0,1.0,0.0,3,0.0,0.0,1.0,1.0,True,0,3,0.25,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N200,postprocessed,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N200/postprocessed/ontology_run2.ttl,2647,1,,0,3,3,3,0,2.0,2.0,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.5,True,0,3,0.25,,5.0,4.0,2.33,4.5,5,4.17,E3,dbSUPER,gpt-4o_N200,postprocessed,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N200/postprocessed/ontology_run3.ttl,2347,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.25,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N200,postprocessed,3,0.25
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N200_ragapi/postprocessed/ontology_run1.ttl,2172,1,,0,2,1,3,0,2.0,2.0,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.25,True,0,2,0.27,,5.0,4.5,2.33,3.0,5,3.97,E3,FANTOM5,gpt-4o_N200_ragapi,postprocessed,1,0.27
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N200_ragapi/postprocessed/ontology_run2.ttl,2150,1,,0,2,1,3,0,2.0,2.0,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.25,True,0,2,0.25,,5.0,4.5,2.33,3.0,5,3.97,E3,FANTOM5,gpt-4o_N200_ragapi,postprocessed,2,0.25
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N200_ragapi/postprocessed/ontology_run3.ttl,2610,1,,0,3,2,3,0,1.6666666666666667,1.6666666666666667,1,1.0,1.0,0.0,3,0.0,0.0,0.6666666666666666,0.4,True,0,3,0.25,,5.0,4.0,2.33,3.5,5,3.97,E3,FANTOM5,gpt-4o_N200_ragapi,postprocessed,3,0.26
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N200_ragapi/postprocessed/ontology_run1.ttl,2946,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.25,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N200_ragapi,postprocessed,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N200_ragapi/postprocessed/ontology_run2.ttl,3156,1,,0,1,2,5,0,7.0,7.0,1,1.0,1.0,0.0,1,0.0,0.0,2.0,0.2857142857142857,True,0,1,0.26,,5.0,5.0,2.33,4.0,5,4.27,E3,dbSUPER,gpt-4o_N200_ragapi,postprocessed,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N200_ragapi/postprocessed/ontology_run3.ttl,2743,1,,0,3,3,4,0,2.3333333333333335,2.3333333333333335,1,1.0,0.0,0.0,3,0.0,0.0,1.0,0.42857142857142855,True,0,3,0.27,,5.0,4.0,2.33,4.5,5,4.17,E3,dbSUPER,gpt-4o_N200_ragapi,postprocessed,3,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N25/postprocessed/ontology_run1.ttl,2570,1,,0,4,3,3,0,1.5,1.5,2,1.25,0.75,0.0,3,0.0,0.25,0.75,0.5,,,,0.25,"OwlReadyJavaError: Java error message is:
Exception in thread ""main"" org.semanticweb.HermiT.datatypes.UnsupportedDatatypeException: HermiT supports all and only the datatypes of the OWL 2 datatype map, see 
http://www.w3.org/TR/owl2-syntax/#Datatype_Maps. 
The datatype 'http://rdf.biogateway.eu/crm/activityScore' is not part of the OWL 2 datatype map and 
no custom datatype definition is given; 
therefore, HermiT cannot handle this datatype.
	at org.semanticweb.HermiT.datatypes.DatatypeRegistry.getDatatypeHandlerFor(Unknown Source)
	at org.semanticweb.HermiT.datatypes.DatatypeRegistry.getDatatypeHandlerFor(Unknown Source)
	at org.semanticweb.HermiT.datatypes.DatatypeRegistry.validateDatatypeRestriction(Unknown Source)
	at org.semanticweb.HermiT.structural.OWLClausification$DataRangeConverter.visit(Unknown Source)
	at uk.ac.manchester.cs.owl.owlapi.OWLDatatypeImpl.accept(OWLDatatypeImpl.java:343)
	at org.semanticweb.HermiT.structural.OWLClausification$DataRangeConverter.convertDataRange(Unknown Source)
	at org.semanticweb.HermiT.structural.OWLClausification$NormalizedAxiomClausifier.visit(Unknown Source)
	at uk.ac.manchester.cs.owl.owlapi.OWLDataAllValuesFromImpl.accept(OWLDataAllValuesFromImpl.java:99)
	at org.semanticweb.HermiT.structural.OWLClausification.clausify(Unknown Source)
	at org.semanticweb.HermiT.structural.OWLClausification.preprocessAndClausify(Unknown Source)
	at org.semanticweb.HermiT.Reasoner.loadOntology(Reasoner.java:117)
	at org.semanticweb.HermiT.Reasoner.<init>(Reasoner.java:108)
	at org.semanticweb.HermiT.Reasoner.<init>(Reasoner.java:86)
	at org.semanticweb.HermiT.cli.CommandLine.main(CommandLine.java:830)
",5.0,4.0,2.67,4.0,0,3.13,E3,FANTOM5,gpt-4o_N25,postprocessed,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N25/postprocessed/ontology_run2.ttl,2407,1,,0,1,1,4,0,5.0,5.0,1,1.0,1.0,0.0,1,0.0,0.0,1.0,0.2,True,0,1,0.25,,5.0,5.0,2.33,3.5,5,4.17,E3,FANTOM5,gpt-4o_N25,postprocessed,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N25/postprocessed/ontology_run3.ttl,2416,1,,0,3,1,5,0,2.0,2.0,2,1.3333333333333333,0.0,0.0,2,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,True,0,3,0.27,,5.0,4.5,2.67,2.5,5,3.93,E3,FANTOM5,gpt-4o_N25,postprocessed,3,0.28
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N25/postprocessed/ontology_run1.ttl,2538,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.25,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N25,postprocessed,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N25/postprocessed/ontology_run2.ttl,2383,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.25,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N25,postprocessed,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N25/postprocessed/ontology_run3.ttl,2752,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.26,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N25,postprocessed,3,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N25_ragapi/postprocessed/ontology_run1.ttl,2617,1,,0,2,1,3,0,2.0,2.0,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.25,True,0,2,0.27,,5.0,4.5,2.33,3.0,5,3.97,E3,FANTOM5,gpt-4o_N25_ragapi,postprocessed,1,0.27
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N25_ragapi/postprocessed/ontology_run2.ttl,2669,1,,0,3,2,2,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,0.6666666666666666,0.5,True,0,3,0.25,,5.0,4.0,2.33,4.0,5,4.07,E3,FANTOM5,gpt-4o_N25_ragapi,postprocessed,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N25_ragapi/postprocessed/ontology_run3.ttl,2491,1,,0,2,1,3,0,2.0,2.0,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.25,True,0,2,0.25,,5.0,4.5,2.33,3.0,5,3.97,E3,FANTOM5,gpt-4o_N25_ragapi,postprocessed,3,0.25
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N25_ragapi/postprocessed/ontology_run1.ttl,3075,1,,0,4,3,1,0,1.0,1.0,1,1.0,1.0,0.0,4,0.0,0.0,0.75,0.75,True,0,4,0.25,,5.0,4.0,2.33,4.5,5,4.17,E3,dbSUPER,gpt-4o_N25_ragapi,postprocessed,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N25_ragapi/postprocessed/ontology_run2.ttl,2721,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,0.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.25,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N25_ragapi,postprocessed,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N25_ragapi/postprocessed/ontology_run3.ttl,2496,1,,0,1,3,1,0,4.0,4.0,1,1.0,1.0,0.0,1,0.0,0.0,3.0,0.75,True,0,1,0.25,,5.0,5.0,2.33,5.0,5,4.47,E3,dbSUPER,gpt-4o_N25_ragapi,postprocessed,3,0.26
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N50/postprocessed/ontology_run1.ttl,2433,1,,0,2,1,5,0,3.0,3.0,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.16666666666666666,True,0,2,0.27,,5.0,4.5,2.33,2.5,5,3.87,E3,FANTOM5,gpt-4o_N50,postprocessed,1,0.27
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N50/postprocessed/ontology_run2.ttl,2221,1,,0,2,1,3,0,2.0,2.0,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.25,True,0,2,0.25,,5.0,4.5,2.33,3.0,5,3.97,E3,FANTOM5,gpt-4o_N50,postprocessed,2,0.25
