experiment,db_name,model,run,valid_turtle,n_triples,n_classes_generated,n_properties_generated,n_mappings_generated,n_classes_ref,n_properties_ref,n_mappings_ref,classes_matched,precision_classes,recall_classes,f1_classes,properties_matched,precision_properties,recall_properties,f1_properties,mappings_matched,mapping_precision,mapping_recall,n_with_label,coverage_annotations,global_score,file,error
E3,DiseaseEnhancer,llama3.1:8b:C3,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_C3/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,DiseaseEnhancer,llama3.1:8b:C3,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_C3/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,DiseaseEnhancer,llama3.1:8b:legacy,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_legacy/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,DiseaseEnhancer,llama3.1:8b:legacy,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_legacy/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,DiseaseEnhancer,llama3.1:8b:legacy,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_legacy/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,DiseaseEnhancer,llama3.1:8b:ragapi,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,DiseaseEnhancer,llama3.1:8b:ragapi,2,True,42,7,7,14,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi/ontology_run2.ttl,
E3,DiseaseEnhancer,llama3.1:8b:ragapi,3,True,42,7,7,7,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi/ontology_run3.ttl,
E3,DiseaseEnhancer,llama3.1:8b:ragapi:C1,1,True,23,4,3,7,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi_C1/ontology_run1.ttl,
E3,DiseaseEnhancer,llama3.1:8b:ragapi:C1,2,True,23,4,3,7,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi_C1/ontology_run2.ttl,
E3,DiseaseEnhancer,llama3.1:8b:ragapi:C1,3,True,40,4,3,2,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,8,200.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi_C1/ontology_run3.ttl,
E3,DiseaseEnhancer,llama3.1:8b:ragapi:C2,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi_C2/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,DiseaseEnhancer,llama3.1:8b:ragapi:C2,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi_C2/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,DiseaseEnhancer,llama3.1:8b:ragapi:C2,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi_C2/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,DiseaseEnhancer,llama3.1:8b:ragapi:C3,1,True,23,4,3,7,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi_C3/ontology_run1.ttl,
E3,DiseaseEnhancer,llama3.1:8b:ragapi:C3,2,True,18,3,3,3,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi_C3/ontology_run2.ttl,
E3,DiseaseEnhancer,llama3.1:8b:ragapi:C3,3,True,23,4,3,7,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b_ragapi_C3/ontology_run3.ttl,
E3,DiseaseEnhancer,qwen2.5-coder:7b,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/qwen2.5-coder_7b/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,DiseaseEnhancer,qwen2.5-coder:7b,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/qwen2.5-coder_7b/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,DiseaseEnhancer,qwen2.5-coder:7b,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/qwen2.5-coder_7b/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o:N100:ragapi,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N100_ragapi/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o:N100:ragapi,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N100_ragapi/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o:N100:ragapi,3,True,48,5,6,12,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N100_ragapi/ontology_run3.ttl,
E3,FANTOM5,gpt-4o:N200:ragapi,1,True,32,2,4,2,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N200_ragapi/ontology_run1.ttl,
E3,FANTOM5,gpt-4o:N200:ragapi,2,True,32,2,4,2,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N200_ragapi/ontology_run2.ttl,
E3,FANTOM5,gpt-4o:N200:ragapi,3,True,42,3,5,2,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N200_ragapi/ontology_run3.ttl,
E3,FANTOM5,gpt-4o:N25:ragapi,1,True,33,2,4,1,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N25_ragapi/ontology_run1.ttl,
E3,FANTOM5,gpt-4o:N25:ragapi,2,True,43,3,4,8,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N25_ragapi/ontology_run2.ttl,
E3,FANTOM5,gpt-4o:N25:ragapi,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N25_ragapi/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o:N50:ragapi,1,True,32,2,3,2,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N50_ragapi/ontology_run1.ttl,
E3,FANTOM5,gpt-4o:N50:ragapi,2,True,43,3,4,8,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N50_ragapi/ontology_run2.ttl,
E3,FANTOM5,gpt-4o:N50:ragapi,3,True,33,2,3,2,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N50_ragapi/ontology_run3.ttl,
E3,FANTOM5,gpt-4o:legacy,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_legacy/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o:legacy,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_legacy/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o:legacy,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_legacy/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o:ragapi,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_ragapi/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o:ragapi,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_ragapi/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,gpt-4o:ragapi,3,True,49,3,5,11,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_ragapi/ontology_run3.ttl,
E3,FANTOM5,llama3.1:8b,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:C1,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_C1/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:C1,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_C1/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:C1,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_C1/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:C2,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_C2/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:C2,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_C2/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:C2,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_C2/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:C3,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_C3/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:C3,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_C3/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:C3,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_C3/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:N100,1,True,22,0,1,0,6,0,2,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N100/ontology_run1.ttl,
E3,FANTOM5,llama3.1:8b:N100,2,True,22,0,1,0,6,0,2,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N100/ontology_run2.ttl,
E3,FANTOM5,llama3.1:8b:N100,3,True,22,0,1,0,6,0,2,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N100/ontology_run3.ttl,
E3,FANTOM5,llama3.1:8b:N100:ragapi,1,True,12,0,0,4,6,0,2,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N100_ragapi/ontology_run1.ttl,
E3,FANTOM5,llama3.1:8b:N100:ragapi,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N100_ragapi/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:N100:ragapi,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N100_ragapi/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:N200,1,True,18,4,0,4,6,0,2,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,4,100.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N200/ontology_run1.ttl,
E3,FANTOM5,llama3.1:8b:N200,2,True,18,4,0,4,6,0,2,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,4,100.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N200/ontology_run2.ttl,
E3,FANTOM5,llama3.1:8b:N200,3,True,18,4,0,4,6,0,2,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,4,100.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N200/ontology_run3.ttl,
E3,FANTOM5,llama3.1:8b:N200:ragapi,1,True,18,0,1,6,6,0,2,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N200_ragapi/ontology_run1.ttl,
E3,FANTOM5,llama3.1:8b:N200:ragapi,2,True,14,0,0,4,6,0,2,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N200_ragapi/ontology_run2.ttl,
E3,FANTOM5,llama3.1:8b:N200:ragapi,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N200_ragapi/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:N25,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N25/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:N25,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N25/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:N25,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N25/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:N25:ragapi,1,True,28,4,4,2,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N25_ragapi/ontology_run1.ttl,
E3,FANTOM5,llama3.1:8b:N25:ragapi,2,True,34,5,4,5,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N25_ragapi/ontology_run2.ttl,
E3,FANTOM5,llama3.1:8b:N25:ragapi,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N25_ragapi/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:N50,1,True,54,9,9,18,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N50/ontology_run1.ttl,
E3,FANTOM5,llama3.1:8b:N50,2,True,54,9,9,18,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N50/ontology_run2.ttl,
E3,FANTOM5,llama3.1:8b:N50,3,True,54,9,9,18,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N50/ontology_run3.ttl,
E3,FANTOM5,llama3.1:8b:N50:ragapi,1,True,24,3,3,6,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N50_ragapi/ontology_run1.ttl,
E3,FANTOM5,llama3.1:8b:N50:ragapi,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N50_ragapi/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:N50:ragapi,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_N50_ragapi/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:legacy,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_legacy/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:legacy,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_legacy/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:legacy,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_legacy/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:ragapi,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:ragapi,2,True,24,3,5,8,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi/ontology_run2.ttl,
E3,FANTOM5,llama3.1:8b:ragapi,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:ragapi:C1,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi_C1/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:ragapi:C1,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi_C1/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:ragapi:C1,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi_C1/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:ragapi:C2,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi_C2/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:ragapi:C2,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi_C2/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:ragapi:C2,3,True,20,3,3,3,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi_C2/ontology_run3.ttl,
E3,FANTOM5,llama3.1:8b:ragapi:C3,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi_C3/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:ragapi:C3,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi_C3/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,llama3.1:8b:ragapi:C3,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b_ragapi_C3/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,qwen2.5-coder:7b,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/qwen2.5-coder_7b/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,qwen2.5-coder:7b,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/qwen2.5-coder_7b/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,FANTOM5,qwen2.5-coder:7b,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/qwen2.5-coder_7b/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,HACER,gpt-4o,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,HACER,gpt-4o,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,HACER,gpt-4o,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,HACER,gpt-4o:legacy,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_legacy/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,HACER,gpt-4o:legacy,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_legacy/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,HACER,gpt-4o:legacy,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_legacy/ontology_run3.ttl,No se pudo parsear el Turtle generado
